,Location,City,city_name,state_name,Lat,Lng
1936,"Whippany, NJ",1,Whippany, NJ,40.8254055,-74.4022355
1937,"White Marsh, MD",1,White Marsh, MD,39.3794196,-76.4599043
1938,"White Plains, NY",5,White Plains, NY,41.0339862,-73.7629097
1939,"Whitman, MA",1,Whitman, MA,42.0806564,-70.935599
1940,"Wichita, KS",20,Wichita, KS,37.6871761,-97.330053
1941,"Wilkes Barre, PA",8,Wilkes Barre, PA,41.2459149,-75.8813075
1942,"Wilmington, CA",1,Wilmington, CA,33.7857948,-118.2643567
1943,"Wilmington, DE",94,Wilmington, DE,39.744655,-75.5483909
1944,"Wilmington, MA",15,Wilmington, MA,42.5481714,-71.1724467
1945,"Wilmington, NC",13,Wilmington, NC,34.2103894,-77.8868117
1946,"Wilmington, OH",1,Wilmington, OH,39.4453393,-83.8285375
1947,"Wilsonville, OR",6,Wilsonville, OR,45.3029903,-122.7726501
1948,"Wilton, CT",8,Wilton, CT,41.1953739,-73.4378988
1949,"Winchester, TN",1,Winchester, TN,35.1859163,-86.1122071
1950,"Winchester, VA",2,Winchester, VA,39.1856597,-78.1633341
1951,"Windermere, FL",1,Windermere, FL,28.4955593,-81.5347952
1952,"Windsor Locks, CT",1,Windsor Locks, CT,41.9242917,-72.6454469
1953,"Windsor Mill, MD",11,Windsor Mill, MD,39.3326927,-76.7595659
1954,"Windsor, CO",1,Windsor, CO,40.4774818,-104.9013617
1955,"Windsor, CT",31,Windsor, CT,41.8525984,-72.6437022
1956,"Windsor, NJ",2,Windsor, NJ,40.2420779,-74.5814407
1957,"Windsor/hartford, CT",1,Windsor/hartford, CT,41.8525984,-72.6437022
1958,"Winston Salem, NC",8,Winston Salem, NC,36.0998596,-80.244216
1959,"Winston-salem, NC",10,Winston-salem, NC,36.0998596,-80.244216
1960,"Winter Haven, FL",1,Winter Haven, FL,28.0222435,-81.7328567
1961,"Winter Park, FL",15,Winter Park, FL,28.5999998,-81.3392352
1962,"Wixom, MI",3,Wixom, MI,42.5247555,-83.5363268
1963,"Woburn, MA",72,Woburn, MA,42.4792618,-71.1522765
1964,"Woodbridge, NJ",3,Woodbridge, NJ,40.5575986,-74.2846022
1965,"Woodbridge, VA",1,Woodbridge, VA,38.6581722,-77.2497049
1966,"Woodbury, MN",1,Woodbury, MN,44.9238552,-92.9593797
1967,"Woodbury, NY",1,Woodbury, NY,40.8256545,-73.4676225
1968,"Woodcliff Lake, NJ",14,Woodcliff Lake, NJ,41.0234304,-74.0665297
1969,"Woodinville, WA",1,Woodinville, WA,47.7542651,-122.1634581
1970,"Woodland Hills, CA",46,Woodland Hills, CA,34.165357,-118.6089752
1971,"Woodland Park, NJ",3,Woodland Park, NJ,40.8898212,-74.1948674
1972,"Woodlawn, MD",17,Woodlawn, MD,39.3228841,-76.7280277
1973,"Woods Cross, UT",2,Woods Cross, UT,40.8716119,-111.89216
1974,"Woodstock, CT",1,Woodstock, CT,41.9484307,-71.9739625
1975,"Woodstock, GA",4,Woodstock, GA,34.1014873,-84.5193754
1976,"Woonsocket, RI",18,Woonsocket, RI,42.0028761,-71.5147839
1977,"Worcester, MA",11,Worcester, MA,42.2625932,-71.8022934
1978,"Worcester, PA",1,Worcester, PA,40.2007702,-75.3460505
1979,"Wykoff, MN",1,Wykoff, MN,43.7061926,-92.2679632
1980,"Wyoming, WY",1,Wyoming, WY,43.0759678,-107.2902839
1981,"Wyomissing, PA",4,Wyomissing, PA,40.329537,-75.9652117
1982,"Yakima, WA",2,Yakima, WA,46.6020711,-120.5058987
1983,"Yonkers, NY",12,Yonkers, NY,40.9312099,-73.8987469
1984,"York, PA",1,York, PA,39.9625984,-76.727745
1985,"Yorktown Heights, NY",3,Yorktown Heights, NY,41.2709274,-73.7776336
1986,"Ypsilanti, MI",2,Ypsilanti, MI,42.2411499,-83.6129939
1987,"Zeeland, MI",2,Zeeland, MI,42.8125246,-86.018651
1988,"Zionsville, IN",1,Zionsville, IN,39.9508733,-86.261937
